id,year,rank,school,games,wins,losses,win_percentage,conference_wins,conference_losses,home_wins,home_losses,away_wins,away_losses,offensive_rating,defensive_rating,net_rating,field_goals,field_goal_attempts,field_goal_percentage,3_pointers,3_pointer_attempts,3_pointer_percentage,effective_field_goal_percentage,free_throws,free_throw_attempts,free_throw_percentage,offensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,opponent_points,simple_rating,point_diff,assist_turnover_ratio,home_win_pct,away_win_pct,home_advantage,conf_win_pct,scoring_efficiency,defensive_pressure
404,1979,12,Syracuse,21,5,23,0.676,3,7,16.0,9.0,2.0,4.0,104.6,105.2,0.0,30.3,52.9,0.453,5.2,8.9,0.348,0.54,18.4,25.0,0.623,14.8,31.3,17.6,7.7,8.9,17.2,18.9,81.0,67.0,23.13,14.0,1.0232558139534884,0.64,0.3333333333333333,0.3066666666666667,0.3,1.5311909262759924,16.6
150,2010,1,Syracuse,32,11,7,0.559,17,6,11.0,2.0,7.0,9.0,107.8,102.1,0.0,22.1,59.4,0.458,7.6,22.2,0.429,0.509,18.6,24.4,0.664,11.3,41.7,15.1,6.8,7.1,16.3,18.8,63.8,68.8,17.03,-5.0,0.9263803680981595,0.8461538461538461,0.4375,0.40865384615384615,0.7391304347826086,1.074074074074074,13.899999999999999
307,1995,3,St. John's (NY),26,6,19,0.393,7,3,11.0,10.0,6.0,4.0,97.2,88.5,0.0,29.8,62.4,0.511,2.9,10.6,0.397,0.505,13.2,23.3,0.721,9.5,37.5,18.9,10.9,2.6,15.1,21.8,83.3,69.0,11.15,14.299999999999997,1.2516556291390728,0.5238095238095238,0.6,-0.07619047619047614,0.7,1.3349358974358974,13.5
292,2013,15,Cincinnati,23,18,5,0.788,10,4,10.0,9.0,1.0,9.0,107.4,109.1,1.3,29.4,55.5,0.496,7.5,16.4,0.336,0.449,18.2,25.3,0.695,16.5,37.4,19.1,6.7,2.8,14.8,21.1,75.4,64.3,10.95,11.100000000000009,1.2905405405405406,0.5263157894736842,0.1,0.4263157894736842,0.7142857142857143,1.3585585585585587,9.5
140,2013,4,Louisville,38,30,16,0.657,8,18,10.0,10.0,5.0,1.0,106.0,104.9,18.3,26.4,54.2,0.511,7.7,22.1,0.368,0.438,23.7,21.2,0.759,9.2,33.8,19.8,9.6,1.5,9.9,14.5,74.6,70.1,11.87,4.5,2.0,0.5,0.8333333333333334,-0.33333333333333337,0.3076923076923077,1.3763837638376382,11.1
359,2017,4,Creighton,34,9,25,0.469,14,14,4.0,10.0,4.0,3.0,107.2,102.5,0.0,22.3,59.8,0.417,9.9,16.9,0.29,0.575,20.1,17.9,0.721,11.2,29.7,15.6,9.8,3.2,10.8,16.6,72.5,78.4,14.38,-5.900000000000006,1.4444444444444444,0.2857142857142857,0.5714285714285714,-0.2857142857142857,0.5,1.2123745819397993,13.0
262,2003,10,Boston College,28,9,6,0.583,4,18,18.0,2.0,4.0,12.0,115.3,97.4,15.1,26.7,55.7,0.437,7.1,23.1,0.371,0.501,14.6,21.3,0.751,9.6,32.5,14.6,10.2,5.0,12.6,28.4,68.9,64.4,14.53,4.5,1.1587301587301588,0.9,0.25,0.65,0.18181818181818182,1.236983842010772,15.2
100,1997,15,Boston College,23,26,23,0.867,15,3,5.0,0.0,6.0,7.0,104.7,105.7,23.2,35.1,57.7,0.406,10.4,14.0,0.318,0.53,11.4,16.9,0.763,13.7,33.9,9.5,5.5,4.7,13.2,18.8,81.8,67.4,12.06,14.399999999999991,0.7196969696969697,1.0,0.46153846153846156,0.5384615384615384,0.8333333333333334,1.4176776429809357,10.2
385,1988,9,UConn,23,22,5,0.667,4,16,7.0,11.0,7.0,3.0,109.3,88.5,8.6,25.6,53.0,0.456,5.1,14.6,0.303,0.527,10.2,14.8,0.691,14.2,38.1,14.3,7.4,5.3,17.6,15.9,77.3,71.2,7.47,6.099999999999994,0.8125,0.3888888888888889,0.7,-0.31111111111111106,0.2,1.4584905660377359,12.7
296,2000,8,St. John's (NY),27,23,20,0.438,11,9,13.0,3.0,4.0,8.0,101.6,97.4,2.0,30.1,59.7,0.457,1.8,14.9,0.412,0.52,14.0,26.7,0.805,15.4,41.7,20.5,7.0,5.9,15.7,22.5,68.6,78.9,8.0,-10.300000000000011,1.3057324840764333,0.8125,0.3333333333333333,0.4791666666666667,0.55,1.1490787269681741,12.9
408,2014,5,Providence,30,7,21,0.407,11,3,11.0,6.0,7.0,2.0,101.8,99.9,2.8,29.8,54.0,0.4,6.4,15.1,0.358,0.567,21.6,15.7,0.664,10.1,32.1,11.0,9.1,2.2,13.4,17.3,84.9,74.7,18.56,10.200000000000003,0.8208955223880596,0.6470588235294118,0.7777777777777778,-0.130718954248366,0.7857142857142857,1.5722222222222224,11.3
478,2018,5,Notre Dame,26,9,13,0.6,14,15,2.0,0.0,5.0,8.0,104.4,98.7,10.2,31.2,54.4,0.407,2.0,24.1,0.381,0.53,13.6,18.3,0.717,8.5,41.9,19.7,7.6,5.3,11.6,15.4,74.0,65.0,0.0,9.0,1.6982758620689655,1.0,0.38461538461538464,0.6153846153846154,0.4827586206896552,1.3602941176470589,12.899999999999999
143,2019,3,Providence,37,23,23,0.375,8,14,13.0,8.0,2.0,2.0,98.4,92.0,0.0,24.9,52.9,0.52,10.0,17.4,0.314,0.489,19.5,16.8,0.623,12.6,30.2,13.3,11.2,2.2,18.3,22.4,69.1,75.8,15.17,-6.700000000000003,0.726775956284153,0.6190476190476191,0.5,0.11904761904761907,0.36363636363636365,1.3062381852551985,13.399999999999999
441,1995,11,Pitt,25,29,18,0.846,8,4,7.0,11.0,2.0,11.0,107.9,100.4,6.5,26.8,50.4,0.452,5.4,18.3,0.297,0.477,11.6,23.3,0.681,10.4,43.4,11.3,4.7,8.1,19.1,22.8,62.6,67.8,8.94,-5.199999999999996,0.5916230366492147,0.3888888888888889,0.15384615384615385,0.23504273504273504,0.6666666666666666,1.242063492063492,12.8
401,2019,1,Pitt,19,32,15,0.944,9,10,13.0,6.0,8.0,5.0,106.1,104.3,0.0,29.1,57.2,0.455,7.3,10.3,0.378,0.499,16.2,27.8,0.655,13.5,38.2,8.9,5.7,4.7,11.2,20.3,79.3,69.4,16.27,9.899999999999991,0.7946428571428572,0.6842105263157895,0.6153846153846154,0.06882591093117407,0.47368421052631576,1.3863636363636362,10.4
358,1983,10,Cincinnati,34,12,16,0.69,1,17,16.0,2.0,7.0,4.0,89.6,86.8,0.4,27.0,55.2,0.431,2.6,13.5,0.316,0.457,16.3,23.8,0.655,10.3,36.6,18.5,6.1,2.2,15.3,17.4,71.7,58.7,18.81,13.0,1.2091503267973855,0.8888888888888888,0.6363636363636364,0.2525252525252525,0.05555555555555555,1.2989130434782608,8.3
252,1989,15,UConn,28,34,21,0.629,14,14,18.0,1.0,6.0,2.0,104.7,103.7,9.9,33.8,54.9,0.439,11.0,21.1,0.282,0.506,10.5,17.9,0.675,8.8,35.9,11.9,4.0,3.5,9.9,22.9,82.6,70.2,0.85,12.399999999999991,1.202020202020202,0.9473684210526315,0.75,0.19736842105263153,0.5,1.5045537340619308,7.5
367,1982,15,Notre Dame,32,13,24,0.757,15,15,9.0,3.0,6.0,8.0,108.2,92.1,15.0,29.3,57.8,0.421,7.2,14.8,0.337,0.568,15.3,25.3,0.687,13.2,43.4,19.1,5.2,4.6,13.5,15.7,75.0,78.7,9.42,-3.700000000000003,1.414814814814815,0.75,0.42857142857142855,0.32142857142857145,0.5,1.2975778546712804,9.8
412,1987,12,DePaul,30,9,19,0.639,3,12,13.0,9.0,10.0,4.0,103.8,95.4,11.3,28.7,62.7,0.397,6.6,29.3,0.321,0.522,9.9,15.6,0.622,10.8,31.5,16.1,10.0,6.3,20.9,22.8,73.9,75.4,21.39,-1.5,0.7703349282296652,0.5909090909090909,0.7142857142857143,-0.12337662337662336,0.2,1.178628389154705,16.3
339,1985,13,Rutgers,29,17,5,0.621,16,9,19.0,3.0,6.0,2.0,101.0,94.1,0.0,29.5,56.2,0.454,7.5,21.4,0.398,0.515,11.4,21.2,0.697,15.3,30.2,18.9,8.7,5.5,16.2,21.6,74.7,83.0,6.78,-8.299999999999997,1.1666666666666667,0.8636363636363636,0.75,0.11363636363636365,0.64,1.3291814946619216,14.2
56,1994,1,Syracuse,27,34,7,0.375,8,13,12.0,7.0,7.0,3.0,103.2,91.2,5.1,25.3,61.0,0.403,5.2,12.8,0.354,0.553,12.1,17.9,0.746,10.5,37.4,17.6,8.4,4.8,19.7,18.2,64.3,70.2,16.07,-5.900000000000006,0.8934010152284265,0.631578947368421,0.7,-0.06842105263157894,0.38095238095238093,1.0540983606557377,13.2
78,2019,11,Xavier,23,33,8,0.259,15,15,16.0,11.0,1.0,3.0,100.6,94.7,0.0,27.1,52.8,0.41,9.1,14.8,0.372,0.513,13.0,26.2,0.675,12.0,33.2,13.8,10.2,8.9,18.1,15.1,70.3,66.6,22.64,3.700000000000003,0.7624309392265193,0.5925925925925926,0.25,0.34259259259259256,0.5,1.331439393939394,19.1
256,2009,14,Virginia Tech,25,26,10,0.78,4,19,14.0,5.0,1.0,12.0,105.3,102.9,0.0,29.6,55.1,0.481,9.7,22.5,0.414,0.456,14.9,15.2,0.598,11.1,37.6,18.4,5.1,4.4,12.7,22.4,78.5,66.8,13.1,11.700000000000003,1.4488188976377951,0.7368421052631579,0.07692307692307693,0.6599190283400809,0.17391304347826086,1.4246823956442831,9.5
294,2021,9,Xavier,40,31,15,0.643,10,14,11.0,4.0,9.0,5.0,102.0,102.0,5.5,26.0,58.6,0.404,2.1,8.1,0.326,0.512,19.1,30.3,0.638,14.5,38.6,13.4,7.3,5.5,14.2,13.6,76.0,75.4,4.51,0.5999999999999943,0.943661971830986,0.7333333333333333,0.6428571428571429,0.09047619047619038,0.4166666666666667,1.2969283276450512,12.8
367,1988,14,Creighton,35,10,4,0.784,12,2,11.0,0.0,3.0,2.0,109.3,93.1,0.0,22.6,68.5,0.436,3.5,16.6,0.33,0.522,11.4,26.9,0.605,15.7,36.0,13.5,7.1,4.9,11.5,18.6,75.0,61.0,7.36,14.0,1.173913043478261,1.0,0.6,0.4,0.8571428571428571,1.094890510948905,12.0
81,1988,6,West Virginia,26,24,4,0.757,14,19,15.0,8.0,1.0,7.0,106.2,99.4,0.0,24.6,57.3,0.45,4.3,13.7,0.365,0.457,16.0,17.8,0.621,12.5,42.6,17.4,10.9,3.5,17.2,19.4,72.9,70.9,7.81,2.0,1.0116279069767442,0.6521739130434783,0.125,0.5271739130434783,0.42424242424242425,1.2722513089005236,14.4
460,1997,16,Xavier,34,34,11,0.273,12,15,14.0,3.0,5.0,12.0,98.7,108.4,14.9,21.0,57.8,0.403,4.4,28.0,0.418,0.568,19.9,27.1,0.738,15.4,30.0,14.0,8.5,5.4,13.3,17.8,75.9,75.4,16.93,0.5,1.0526315789473684,0.8235294117647058,0.29411764705882354,0.5294117647058822,0.4444444444444444,1.3131487889273359,13.9
93,2013,12,Miami (FL),25,32,5,0.703,16,16,6.0,11.0,0.0,3.0,111.4,100.5,10.0,23.8,61.4,0.495,10.3,14.0,0.365,0.502,19.1,17.7,0.707,7.8,36.3,17.0,6.7,7.3,12.8,21.1,71.5,71.1,19.51,0.4000000000000057,1.328125,0.35294117647058826,0.0,0.35294117647058826,0.5,1.1644951140065147,14.0
20,1990,10,West Virginia,26,15,2,0.393,6,8,7.0,10.0,6.0,8.0,93.7,89.6,8.7,28.6,56.5,0.453,1.0,20.1,0.38,0.514,23.7,15.3,0.712,15.3,38.2,18.9,7.7,3.9,10.3,22.8,67.7,67.7,17.67,0.0,1.8349514563106792,0.4117647058823529,0.42857142857142855,-0.016806722689075626,0.42857142857142855,1.1982300884955752,11.6
28,1997,3,Boston College,37,14,22,0.263,14,6,5.0,5.0,3.0,3.0,107.2,91.6,6.8,31.3,65.8,0.429,8.9,23.3,0.319,0.447,20.3,21.8,0.643,13.0,40.6,16.9,7.4,4.1,11.7,15.6,68.9,69.1,4.28,-0.19999999999998863,1.4444444444444444,0.5,0.5,0.0,0.7,1.0471124620060792,11.5
227,1984,6,West Virginia,32,8,14,0.794,15,19,16.0,6.0,7.0,1.0,110.2,89.9,0.0,26.9,66.0,0.404,4.1,14.2,0.366,0.474,11.1,26.2,0.75,13.2,37.5,11.5,7.1,8.9,14.4,21.3,71.1,65.4,6.98,5.699999999999989,0.798611111111111,0.7272727272727273,0.875,-0.1477272727272727,0.4411764705882353,1.0772727272727272,16.0
93,1984,5,Providence,32,23,12,0.259,13,3,7.0,11.0,0.0,10.0,106.2,96.2,0.0,23.9,51.9,0.48,4.1,23.3,0.283,0.508,19.9,30.9,0.7,14.8,41.5,16.1,7.4,4.7,17.3,21.6,73.0,77.3,2.98,-4.299999999999997,0.930635838150289,0.3888888888888889,0.0,0.3888888888888889,0.8125,1.4065510597302506,12.100000000000001
309,2004,13,Louisville,39,21,2,0.29,6,18,8.0,1.0,6.0,12.0,101.7,87.1,8.0,21.3,57.5,0.492,4.3,18.9,0.299,0.51,11.7,17.8,0.691,9.8,38.4,19.1,5.6,6.3,13.7,21.2,69.9,74.9,3.61,-5.0,1.394160583941606,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.25,1.2156521739130435,11.899999999999999
313,2009,16,DePaul,28,21,13,0.78,8,1,7.0,6.0,8.0,4.0,95.2,108.9,0.0,24.9,50.5,0.511,8.8,16.4,0.327,0.521,14.4,16.7,0.709,8.5,31.2,15.0,9.8,3.4,19.1,12.7,76.5,61.0,10.08,15.5,0.7853403141361256,0.5384615384615384,0.6666666666666666,-0.1282051282051282,0.8888888888888888,1.5148514851485149,13.200000000000001
29,2000,15,Virginia Tech,33,31,2,0.639,8,2,2.0,3.0,9.0,12.0,103.7,100.2,15.1,23.7,64.0,0.379,1.8,21.4,0.343,0.459,17.6,18.8,0.754,11.8,43.1,11.5,10.4,5.5,9.9,25.3,72.9,66.7,4.86,6.200000000000003,1.1616161616161615,0.4,0.42857142857142855,-0.028571428571428525,0.8,1.1390625,15.9
189,2010,6,Miami (FL),29,29,25,0.676,17,5,13.0,5.0,5.0,6.0,110.3,99.4,12.7,24.3,65.8,0.461,11.6,18.1,0.362,0.463,11.9,19.6,0.629,9.8,29.2,14.5,8.4,3.5,13.8,19.9,78.5,70.1,15.77,8.400000000000006,1.0507246376811594,0.7222222222222222,0.45454545454545453,0.2676767676767677,0.7727272727272727,1.1930091185410334,11.9
75,1991,15,Louisville,39,9,9,0.784,3,3,4.0,11.0,2.0,11.0,117.6,102.9,20.0,24.5,63.4,0.446,9.2,26.0,0.431,0.536,14.8,22.8,0.746,14.5,43.4,13.0,8.4,3.5,15.3,20.0,72.7,58.0,4.76,14.700000000000003,0.8496732026143791,0.26666666666666666,0.15384615384615385,0.11282051282051281,0.5,1.1466876971608833,11.9
128,2010,9,Georgetown,21,13,22,0.771,16,14,6.0,9.0,6.0,1.0,98.9,101.7,7.3,26.9,57.9,0.384,5.9,13.4,0.319,0.545,10.8,17.8,0.671,16.8,39.1,15.6,8.7,2.7,15.9,19.5,79.3,78.9,19.31,0.3999999999999915,0.9811320754716981,0.4,0.8571428571428571,-0.4571428571428571,0.5333333333333333,1.3696027633851469,11.399999999999999
12,2014,5,Virginia Tech,28,16,17,0.419,9,3,7.0,9.0,0.0,4.0,109.4,101.2,9.4,25.6,56.0,0.474,2.0,21.7,0.356,0.47,17.1,26.2,0.759,10.7,43.1,10.7,7.4,5.3,12.7,16.9,76.4,64.1,12.0,12.300000000000011,0.84251968503937,0.4375,0.0,0.4375,0.75,1.3642857142857143,12.7
254,2001,3,Creighton,38,32,21,0.281,14,11,7.0,9.0,1.0,6.0,96.2,105.2,3.7,31.5,65.9,0.455,7.7,22.3,0.429,0.476,22.6,18.6,0.649,10.4,40.0,18.2,8.5,3.4,11.5,17.7,65.3,61.4,22.58,3.8999999999999986,1.5826086956521739,0.4375,0.14285714285714285,0.29464285714285715,0.56,0.990895295902883,11.9
326,1986,10,Creighton,36,19,25,0.643,4,15,2.0,2.0,1.0,1.0,105.3,101.4,0.0,28.5,62.1,0.479,2.1,16.1,0.318,0.522,19.9,22.9,0.695,9.6,40.6,19.9,9.3,8.6,14.2,19.3,74.1,67.0,7.36,7.099999999999994,1.4014084507042253,0.5,0.5,0.0,0.21052631578947367,1.1932367149758454,17.9
105,2017,13,Louisville,39,32,10,0.536,5,19,7.0,3.0,3.0,6.0,106.2,94.1,5.1,27.7,61.8,0.527,9.6,19.1,0.302,0.479,17.7,24.8,0.697,12.5,31.8,13.5,7.3,6.5,16.4,20.9,63.2,83.0,15.06,-19.799999999999997,0.8231707317073171,0.7,0.3333333333333333,0.36666666666666664,0.20833333333333334,1.022653721682848,13.8
97,1986,16,Creighton,33,32,13,0.657,4,1,10.0,4.0,1.0,1.0,99.5,97.4,8.6,23.8,53.1,0.483,7.2,22.5,0.316,0.521,12.1,21.0,0.6,18.4,42.8,15.4,4.7,2.5,12.2,22.7,63.1,66.1,16.94,-2.999999999999993,1.2622950819672132,0.7142857142857143,0.5,0.2142857142857143,0.8,1.1883239171374764,7.2
258,2015,3,Notre Dame,33,22,10,0.533,17,4,18.0,5.0,6.0,8.0,103.2,101.3,0.0,25.1,60.6,0.509,9.5,17.8,0.315,0.523,17.4,18.5,0.749,13.5,42.3,14.7,10.7,7.7,17.3,19.1,71.8,83.0,14.38,-11.200000000000003,0.8497109826589595,0.782608695652174,0.42857142857142855,0.3540372670807454,0.8095238095238095,1.1848184818481848,18.4
316,1988,12,Butler,35,24,25,0.857,6,7,16.0,6.0,8.0,11.0,109.3,89.5,6.4,25.9,60.1,0.542,8.5,19.7,0.297,0.54,18.1,26.8,0.805,16.8,31.0,16.5,9.4,1.4,12.2,18.6,79.3,77.2,11.34,2.0999999999999943,1.3524590163934427,0.7272727272727273,0.42105263157894735,0.30622009569377995,0.46153846153846156,1.319467554076539,10.8
388,2001,13,Pitt,21,33,24,0.548,10,12,16.0,10.0,3.0,4.0,99.6,97.2,0.0,24.5,54.0,0.482,7.9,18.6,0.34,0.509,15.5,21.6,0.639,13.1,39.8,18.4,5.3,3.5,15.5,18.7,70.2,77.2,2.63,-7.0,1.1870967741935483,0.6153846153846154,0.42857142857142855,0.18681318681318687,0.45454545454545453,1.3,8.8
212,1996,1,Miami (FL),29,21,6,0.655,14,15,15.0,11.0,3.0,11.0,104.0,92.3,0.0,22.7,57.3,0.499,4.1,12.9,0.359,0.514,14.0,24.4,0.83,14.0,38.9,16.4,7.8,2.8,10.0,23.4,78.9,83.0,18.3,-4.099999999999994,1.64,0.5769230769230769,0.21428571428571427,0.36263736263736257,0.4827586206896552,1.3769633507853405,10.6
414,2012,5,Butler,39,12,15,0.296,15,5,19.0,3.0,4.0,12.0,104.5,108.4,0.0,31.0,66.8,0.469,10.5,17.7,0.391,0.489,16.9,28.8,0.669,10.0,40.8,20.8,4.5,6.2,16.5,21.7,72.9,74.5,5.31,-1.5999999999999943,1.2606060606060607,0.8636363636363636,0.25,0.6136363636363636,0.75,1.0913173652694612,10.7
483,1985,8,West Virginia,27,14,5,0.69,1,16,5.0,6.0,7.0,10.0,99.9,92.4,7.0,29.6,58.9,0.429,1.0,27.5,0.296,0.527,16.1,22.2,0.623,14.6,45.5,8.9,9.5,4.7,18.3,22.5,70.0,72.1,10.25,-2.0999999999999943,0.48633879781420764,0.45454545454545453,0.4117647058823529,0.04278074866310161,0.058823529411764705,1.1884550084889645,14.2
102,2002,2,Boston College,30,27,15,0.737,6,12,8.0,10.0,0.0,4.0,103.9,91.2,0.0,24.2,57.4,0.399,4.7,27.5,0.385,0.446,19.5,18.1,0.649,16.8,37.7,19.7,8.0,3.2,9.8,24.0,61.9,65.0,15.41,-3.1000000000000014,2.010204081632653,0.4444444444444444,0.0,0.4444444444444444,0.3333333333333333,1.078397212543554,11.2
122,2007,4,Seton Hall,27,29,18,0.613,2,17,4.0,3.0,9.0,1.0,107.4,101.3,12.5,31.7,48.2,0.482,3.0,21.3,0.349,0.57,15.0,22.5,0.724,13.8,36.5,13.7,7.2,2.8,16.1,18.0,74.3,65.0,22.66,9.299999999999997,0.8509316770186334,0.5714285714285714,0.9,-0.3285714285714286,0.10526315789473684,1.5414937759336098,10.0
42,2007,16,St. John's (NY),23,13,9,0.595,1,17,17.0,11.0,1.0,2.0,93.7,99.8,0.0,20.9,56.0,0.437,7.0,14.3,0.327,0.47,16.2,26.0,0.779,12.4,44.8,9.0,7.3,2.3,14.5,12.7,79.1,76.9,8.53,2.1999999999999886,0.6206896551724138,0.6071428571428571,0.3333333333333333,0.2738095238095238,0.05555555555555555,1.4124999999999999,9.6
483,2017,6,DePaul,30,12,10,0.71,5,17,15.0,2.0,10.0,6.0,104.3,103.9,3.7,32.9,61.7,0.431,5.6,12.2,0.306,0.538,19.1,21.0,0.653,11.2,38.7,15.5,9.3,6.2,17.6,19.7,69.8,59.4,15.38,10.399999999999999,0.8806818181818181,0.8823529411764706,0.625,0.25735294117647056,0.22727272727272727,1.1312803889789302,15.5
56,1999,11,Xavier,25,26,3,0.607,0,11,4.0,4.0,3.0,10.0,115.5,90.4,0.7,23.7,54.1,0.443,6.5,13.6,0.373,0.519,22.6,24.3,0.781,14.1,35.7,19.2,8.5,2.6,10.5,16.8,74.0,74.7,11.03,-0.7000000000000028,1.8285714285714285,0.5,0.23076923076923078,0.2692307692307692,0.0,1.3678373382624769,11.1
183,1995,1,Virginia Tech,32,16,16,0.438,3,13,19.0,9.0,8.0,8.0,100.5,98.8,9.9,30.3,56.2,0.51,1.8,12.7,0.296,0.478,13.6,22.8,0.638,10.6,34.0,15.5,5.8,1.5,14.6,18.2,68.9,82.2,16.13,-13.299999999999997,1.0616438356164384,0.6785714285714286,0.5,0.1785714285714286,0.1875,1.2259786476868328,7.3
311,2009,11,Virginia Tech,38,35,21,0.452,5,10,14.0,8.0,4.0,6.0,102.7,101.9,1.1,26.1,60.4,0.446,4.0,15.1,0.375,0.51,11.7,17.2,0.749,16.1,37.3,18.2,6.1,7.6,10.1,16.8,71.9,65.0,1.04,6.900000000000006,1.801980198019802,0.6363636363636364,0.4,0.23636363636363633,0.3333333333333333,1.1903973509933776,13.7
36,1992,6,DePaul,26,6,23,0.263,2,6,4.0,6.0,0.0,9.0,91.5,89.0,0.0,29.5,61.3,0.516,2.7,9.5,0.332,0.49,11.1,20.6,0.652,15.6,37.0,18.6,8.4,4.9,15.4,14.3,78.7,63.1,11.85,15.600000000000001,1.2077922077922079,0.4,0.0,0.4,0.25,1.2838499184339316,13.3
74,1995,3,Butler,35,23,22,0.357,15,15,14.0,9.0,4.0,11.0,99.1,100.3,7.5,24.8,58.6,0.446,8.1,19.0,0.328,0.445,15.7,22.1,0.717,18.6,43.1,19.2,10.3,7.6,19.7,18.8,60.0,61.5,11.34,-1.5,0.9746192893401016,0.6086956521739131,0.26666666666666666,0.3420289855072464,0.5,1.023890784982935,17.9
14,2019,9,Creighton,35,21,11,0.789,4,16,8.0,2.0,7.0,11.0,102.5,103.7,20.4,24.1,57.4,0.494,2.6,16.6,0.401,0.448,21.3,16.0,0.721,12.7,29.4,11.2,9.4,4.5,12.4,23.6,71.8,70.1,8.36,1.7000000000000028,0.9032258064516128,0.8,0.3888888888888889,0.41111111111111115,0.2,1.2508710801393728,13.9
220,2021,11,Seton Hall,34,35,18,0.545,4,9,17.0,11.0,1.0,8.0,107.9,89.9,8.9,29.1,54.0,0.52,3.6,17.4,0.338,0.473,12.7,15.8,0.679,10.1,41.0,11.5,7.7,2.7,15.6,21.2,62.7,57.3,7.66,5.400000000000006,0.7371794871794872,0.6071428571428571,0.1111111111111111,0.496031746031746,0.3076923076923077,1.1611111111111112,10.4
465,1989,6,Villanova,40,26,22,0.677,9,3,12.0,3.0,3.0,5.0,104.0,106.1,2.0,23.6,62.0,0.508,8.1,11.7,0.367,0.472,18.4,16.8,0.722,18.4,41.5,13.4,11.0,2.6,18.0,20.3,72.7,67.0,5.09,5.700000000000003,0.7444444444444445,0.8,0.375,0.42500000000000004,0.75,1.1725806451612903,13.6
7,2015,4,Butler,26,31,14,0.536,2,17,11.0,11.0,7.0,4.0,102.7,89.4,2.9,31.5,64.5,0.471,2.1,7.9,0.383,0.447,17.7,17.8,0.702,9.6,29.6,14.5,7.7,4.4,18.3,23.0,63.5,64.6,2.66,-1.0999999999999943,0.7923497267759563,0.5,0.6363636363636364,-0.13636363636363635,0.10526315789473684,0.9844961240310077,12.100000000000001
290,2012,11,Notre Dame,23,24,10,0.355,16,1,15.0,4.0,9.0,8.0,95.5,87.1,12.7,25.0,52.0,0.438,10.6,17.5,0.324,0.488,17.7,15.8,0.721,11.3,38.2,13.4,5.9,5.7,10.5,17.5,79.3,63.8,18.17,15.5,1.2761904761904763,0.7894736842105263,0.5294117647058824,0.26006191950464397,0.9411764705882353,1.525,11.600000000000001
347,2009,6,Louisville,27,7,8,0.375,4,15,6.0,0.0,9.0,9.0,108.4,97.7,20.0,29.6,55.5,0.439,3.3,21.2,0.361,0.561,10.5,19.6,0.782,10.3,40.3,12.6,7.8,6.5,10.1,17.8,64.6,59.4,8.18,5.199999999999996,1.2475247524752475,1.0,0.5,0.5,0.21052631578947367,1.1639639639639638,14.3
239,2020,15,South Florida,39,7,18,0.722,17,16,14.0,7.0,1.0,4.0,105.6,102.7,0.0,34.2,66.8,0.523,1.8,18.9,0.375,0.498,19.9,22.8,0.755,7.9,30.9,14.8,6.7,2.5,12.3,20.7,71.6,67.5,14.51,4.099999999999994,1.203252032520325,0.6666666666666666,0.2,0.4666666666666666,0.5151515151515151,1.0718562874251496,9.2
271,2003,14,Miami (FL),28,9,14,0.444,4,5,9.0,5.0,5.0,4.0,100.5,89.5,17.9,29.4,57.5,0.403,8.2,23.5,0.366,0.464,19.7,25.3,0.79,12.3,32.1,16.3,11.2,2.4,12.4,17.1,75.0,83.0,8.15,-8.0,1.314516129032258,0.6428571428571429,0.5555555555555556,0.08730158730158732,0.4444444444444444,1.3043478260869565,13.6
392,1980,1,Virginia Tech,40,23,20,0.722,15,11,7.0,4.0,7.0,5.0,104.5,91.6,12.5,29.2,57.7,0.404,10.5,25.9,0.382,0.568,13.5,28.8,0.779,11.4,29.2,11.7,4.0,5.0,16.5,21.1,77.1,68.2,5.55,8.899999999999991,0.709090909090909,0.6363636363636364,0.5833333333333334,0.05303030303030298,0.5769230769230769,1.336221837088388,9.0
126,2010,14,Georgetown,29,11,22,0.857,6,1,2.0,6.0,1.0,6.0,113.6,103.8,12.4,22.5,49.4,0.429,6.2,20.0,0.331,0.501,13.0,16.7,0.703,11.1,33.0,10.3,6.6,6.6,11.3,16.0,70.4,67.1,0.66,3.3000000000000114,0.911504424778761,0.25,0.14285714285714285,0.10714285714285715,0.8571428571428571,1.425101214574899,13.2
423,2010,13,Miami (FL),19,23,20,0.393,9,7,8.0,9.0,0.0,8.0,100.6,104.9,0.0,25.2,66.0,0.443,9.0,19.2,0.291,0.595,11.5,25.7,0.756,14.0,33.6,18.1,6.4,1.4,17.7,16.8,72.8,65.4,0.65,7.3999999999999915,1.0225988700564972,0.47058823529411764,0.0,0.47058823529411764,0.5625,1.103030303030303,7.800000000000001
265,1984,5,Georgetown,32,35,2,0.564,5,19,7.0,8.0,8.0,11.0,106.6,98.8,4.5,21.9,57.5,0.415,7.4,10.8,0.419,0.467,11.3,17.0,0.704,9.1,36.7,18.9,4.0,3.1,16.9,21.9,70.7,70.6,10.31,0.10000000000000853,1.1183431952662721,0.4666666666666667,0.42105263157894735,0.04561403508771933,0.20833333333333334,1.2295652173913043,7.1
